epoxide_component_id,dioxaphospholane_oxide_component_id,acrylate_component_id,pll_backbone_equivalent,epoxide_equivalent,dioxaphospholane_oxide_equivalent,acrylate_equivalent,transfection_efficiency,class_label
NAN,P23,A6,1,NAN,0.25,0.5,3099031,2
NAN,P19,NAN,1,NAN,0.25,NAN,3095287,2
NAN,P1,A6,1,NAN,0.25,0.5,3072727,2
NAN,P4,A5,1,NAN,0.25,0.5,3004867,2
NAN,P9,NAN,1,NAN,0.25,NAN,3004501,2
NAN,NAN,A6,1,NAN,NAN,0.5,2798016,2
NAN,P11,A2,1,NAN,0.25,0.5,2718263,2
NAN,P25,NAN,1,NAN,0.25,NAN,2712143,2
NAN,P16,A6,1,NAN,0.25,0.5,2710043,2
NAN,P4,A18,1,NAN,0.25,0.5,2512306,2
NAN,P4,A2,1,NAN,0.25,0.5,2470658,2
NAN,P25,NAN,1,NAN,1,NAN,2428953,2
NAN,P3,NAN,1,NAN,0.25,NAN,2350920,2
NAN,P8,NAN,1,NAN,1,NAN,2313857,2
NAN,P25,A2,1,NAN,0.25,0.5,2284612,2
NAN,P9,A4,1,NAN,0.25,0.5,2242964,2
NAN,P11,A9,1,NAN,0.25,0.5,2097653,2
NAN,P10,A18,1,NAN,0.25,0.5,2096009,2
NAN,NAN,A5,1,NAN,NAN,0.5,1972200,2
NAN,P6,A6,1,NAN,0.25,0.5,1943939,2
NAN,P17,NAN,1,NAN,0.25,NAN,1845390,2
NAN,P5,A4,1,NAN,0.25,0.5,1829498,2
NAN,P4,A9,1,NAN,0.25,0.5,1806391,2
NAN,P5,A9,1,NAN,0.25,0.5,1771045,2
NAN,NAN,A18,1,NAN,NAN,1,1700221,2
NAN,P3,NAN,1,NAN,1,NAN,1700170,2
NAN,P10,A2,1,NAN,0.25,0.5,1643087,2
NAN,P4,A4,1,NAN,0.25,0.5,1539241,2
NAN,NAN,A9,1,NAN,NAN,0.25,1484623,2
NAN,P6,A4,1,NAN,0.25,0.5,1365525,2
NAN,NAN,A17,1,NAN,NAN,0.75,1332371,2
NAN,P16,NAN,1,NAN,0.25,NAN,1327439,2
NAN,P8,NAN,1,NAN,0.25,NAN,1323055,2
NAN,P25,A6,1,NAN,0.25,0.5,1179296,2
NAN,P5,A18,1,NAN,0.25,0.5,1149247,2
NAN,P3,A4,1,NAN,0.25,0.5,1076455,2
NAN,NAN,A18,1,NAN,NAN,3,1068457,2
NAN,NAN,A23,1,NAN,NAN,1,1057914,2
NAN,P11,A4,1,NAN,0.25,0.5,938998,2
NAN,NAN,A23,1,NAN,NAN,2,857163,2
NAN,NAN,A17,1,NAN,NAN,1,809396,2
NAN,NAN,A2,1,NAN,NAN,1,768877,2
NAN,P16,NAN,1,NAN,1,NAN,755355,2
NAN,P9,NAN,1,NAN,2,NAN,743870,2
NAN,P3,A9,1,NAN,0.25,0.5,683082,2
NAN,P5,A22,1,NAN,0.25,0.5,641525,2
NAN,P9,A2,1,NAN,0.25,0.5,620519,2
NAN,P25,NAN,1,NAN,2,NAN,616899,2
NAN,P11,A23,1,NAN,0.25,0.5,560421,2
NAN,P11,NAN,1,NAN,0.25,NAN,533478,2
NAN,P19,NAN,1,NAN,2,NAN,526087,2
NAN,P18,NAN,1,NAN,2,NAN,525357,2
NAN,P4,A22,1,NAN,0.25,0.5,523431,2
NAN,P10,NAN,1,NAN,1,NAN,475376,2
NAN,P2,NAN,1,NAN,0.25,NAN,443241,2
NAN,NAN,A4,1,NAN,NAN,2,440577,2
NAN,NAN,A23,1,NAN,NAN,3,438217,2
NAN,NAN,A4,1,NAN,NAN,1,377771,2
NAN,NAN,A22,1,NAN,NAN,1,375654,2
NAN,P15,NAN,1,NAN,1,NAN,363443,2
NAN,P22,NAN,1,NAN,1,NAN,357505,2
NAN,NAN,A4,1,NAN,NAN,3,345901,2
NAN,NAN,A1,1,NAN,NAN,1,341952,2
NAN,P23,NAN,1,NAN,1,NAN,325823,2
NAN,NAN,A2,1,NAN,NAN,3,308631,2
NAN,NAN,A2,1,NAN,NAN,2,304164,2
NAN,P9,NAN,1,NAN,1,NAN,287669,2
NAN,P7,NAN,1,NAN,1,NAN,279979,2
NAN,P25,A23,1,NAN,0.25,0.5,270803,2
NAN,P16,NAN,1,NAN,2,NAN,267569,2
NAN,P14,NAN,1,NAN,1,NAN,251461,2
NAN,NAN,A22,1,NAN,NAN,2,247422,2
NAN,P2,NAN,1,NAN,1,NAN,212771,2
NAN,P13,NAN,1,NAN,1,NAN,208050,2
NAN,P8,NAN,1,NAN,2,NAN,206006,2
NAN,P15,NAN,1,NAN,0.25,NAN,204769,2
NAN,P4,NAN,1,NAN,0.25,NAN,202943,2
NAN,NAN,A22,1,NAN,NAN,3,202029,2
NAN,P1,NAN,1,NAN,0.25,NAN,196184,2
NAN,P10,NAN,1,NAN,2,NAN,195640,2
NAN,P13,NAN,1,NAN,2,NAN,174032,2
NAN,NAN,A17,1,NAN,NAN,3,172346,2
NAN,P21,NAN,1,NAN,1,NAN,166829,2
NAN,NAN,A16,1,NAN,NAN,2,163304,2
NAN,P6,NAN,1,NAN,1,NAN,162547,2
NAN,P6,NAN,1,NAN,2,NAN,160941,2
NAN,NAN,A17,1,NAN,NAN,2,158555,2
NAN,P23,NAN,1,NAN,2,NAN,157631,2
NAN,P1,NAN,1,NAN,1,NAN,147363,2
NAN,P11,NAN,1,NAN,2,NAN,145659,2
NAN,P1,NAN,1,NAN,2,NAN,144248,2
NAN,P22,NAN,1,NAN,2,NAN,142253,2
NAN,P19,NAN,1,NAN,1,NAN,141571,2
NAN,P11,NAN,1,NAN,1,NAN,139187,2
NAN,P18,NAN,1,NAN,1,NAN,137775,2
NAN,P17,NAN,1,NAN,1,NAN,137435,2
NAN,P5,NAN,1,NAN,1,NAN,133736,2
NAN,P14,NAN,1,NAN,2,NAN,126631,2
NAN,P17,NAN,1,NAN,2,NAN,125803,2
NAN,P15,NAN,1,NAN,2,NAN,124781,2
NAN,P4,NAN,1,NAN,1,NAN,120596,2
NAN,P21,NAN,1,NAN,2,NAN,119769,2
NAN,P5,NAN,1,NAN,0.25,NAN,118459,2
NAN,P7,NAN,1,NAN,0.25,NAN,118003,2
NAN,P2,NAN,1,NAN,2,NAN,115875,2
NAN,P7,NAN,1,NAN,2,NAN,104779,2
NAN,NAN,A9,1,NAN,NAN,1,100832,2
NAN,P4,NAN,1,NAN,2,NAN,99231,2
NAN,P3,NAN,1,NAN,2,NAN,98793,2
NAN,P5,NAN,1,NAN,2,NAN,94267,2
NAN,NAN,A1,1,NAN,NAN,3,57175,2
NAN,NAN,A16,1,NAN,NAN,3,45758,2
NAN,P14,NAN,1,NAN,0.25,NAN,43018,2
NAN,P6,NAN,1,NAN,0.25,NAN,40004,2
NAN,P13,NAN,1,NAN,0.25,NAN,39730,2
NAN,NAN,A9,1,NAN,NAN,2,39273,2
NAN,NAN,A9,1,NAN,NAN,3,38086,2
